"";"GSM109131";"GSM109132";"GSM109133";"GSM109134";"GSM109135";"GSM109136";"GSM109137";"GSM109138";"Sequence.Source";"Target.Description";"Representative.Public.ID";"Gene.Title";"Gene.Symbol";"ENTREZ_GENE_ID";"RefSeq.Transcript.ID";"Gene.Ontology.Biological.Process";"Gene.Ontology.Cellular.Component";"Gene.Ontology.Molecular.Function";"logFC";"AveExpr";"t";"P.Value";"adj.P.Val";"B"
"217028_at";374,2;584,1;293,1;349;384,3;432,6;366,4;400,2;NA;NA;NA;NA;NA;7852;NA;NA;NA;NA;-86,9750000000001;397,9875;-1,74219867061959;0,122912497465049;0,178986893267143;-4,55910606630287
"217040_x_at";53,9;91,7;55,7;79,4;55;93,9;51,5;100,5;NA;NA;NA;NA;NA;6665;NA;NA;NA;NA;-37,35;72,7;-4,38973377185954;0,00283361511674031;0,00978725022287043;-4,46604550928923
"217043_s_at";110,6;80,6;134,5;67,4;118;74,2;114;57,2;NA;NA;NA;NA;NA;55669;NA;NA;NA;NA;49,425;94,5625;4,96384263611091;0,00140817399814057;0,00603006814623957;-4,45592142271862
"217044_s_at";26;45,4;109,9;39,1;67,4;45,8;16,3;58,8;NA;NA;NA;NA;NA;26030;NA;NA;NA;NA;7,62500000000001;51,0875;0,361909215610039;0,727588580294504;0,780723913244914;-4,6172288179997
"217092_x_at";818,5;520,3;365,6;612,9;611,3;617,3;433,1;507,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-7,47500000000014;560,8625;-0,0782209535399229;0,939736685889466;0,951905444725532;-4,62072931441674
"217094_s_at";70,6;202,8;59,8;190,5;83,3;203,5;77,2;191,6;NA;NA;NA;NA;NA;83737;NA;NA;NA;NA;-124,375;134,9125;-13,3741513166498;1,98159911421114e-06;0,000116700147931135;-4,41408375518073
"217099_s_at";137,8;95;133,6;67,3;130,6;81,9;107,3;84,6;NA;NA;NA;NA;NA;50628;NA;NA;NA;NA;45,125;104,7625;4,10947737748927;0,00405749065596201;0,0124490382947923;-4,47196056655658
"217106_x_at";307,8;196,2;308,6;188,4;294,8;179;287,4;183,9;NA;NA;NA;NA;NA;27292;NA;NA;NA;NA;112,775;243,2625;11,988359904234;4,29457628518973e-06;0,000165639421444054;-4,41611284161789
"217122_s_at";306,5;290;321,3;262,1;295,1;286,8;360,8;212;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;58,2;291,825;2,63438364564321;0,0322263597314042;0,0588725969148155;-4,51768000018084
"217127_at";27,8;102,4;23,8;94,4;28,6;78,9;16,2;99,3;NA;NA;NA;NA;NA;1491;NA;NA;NA;NA;-69,65;58,925;-7,57229308348846;0,000100049601225973;0,00107996097413875;-4,43043876887237
"217140_s_at";450,2;510,2;301,1;338,9;413,9;606,4;488,7;633,3;NA;NA;NA;NA;NA;7416;NA;NA;NA;NA;-108,725;467,8375;-1,53724667984146;0,166037999640126;0,231469641064573;-4,56952861975139
"217142_at";111;105,8;97,1;64,3;112,5;85,7;68,5;73,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,975;89,7875;1,04245314346474;0,330228773137897;0,413083469821594;-4,59378693166503
"217165_x_at";670,7;1235,2;799,4;1564,6;664,7;1587,3;642,3;1582,6;NA;NA;NA;NA;NA;4494;NA;NA;NA;NA;-798,15;1093,35;-9,47227219313266;2,21100087760193e-05;0,000423767178584623;-4,42208677523621
"217168_s_at";370;924,1;443,8;926,7;349,1;1142,6;460,1;984,5;NA;NA;NA;NA;NA;9709;NA;NA;NA;NA;-588,725;700,1125;-11,114791157848;7,30181424209311e-06;0,000224359782312497;-4,41776974481166
"217188_s_at";137,3;113;132,1;99,1;138,6;90,8;109,1;100,3;NA;NA;NA;NA;NA;11161;NA;NA;NA;NA;28,475;115,0375;2,69713745516303;0,0293535995728839;0,0546163792387931;-4,51514536234537
"217196_s_at";162,9;218,6;140,1;194,1;131,1;181,2;137,3;172,7;NA;NA;NA;NA;NA;23271;NA;NA;NA;NA;-48,8;167,25;-3,67088285806249;0,00728562534292114;0,0188557144243169;-4,48276954845785
"217200_x_at";196,7;140,2;207;143,7;170,8;158,3;206,8;148,8;NA;NA;NA;NA;NA;1534;NA;NA;NA;NA;47,575;171,5375;4,21027354299128;0,00356118210514786;0,0114130440923204;-4,46975095671185
"217211_at";243,8;98,7;195,7;113,2;169,5;120,3;158,5;93,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;85,375;149,1875;4,37511340549122;0,00288634927752492;0,0099139046922532;-4,46633686235548
"217225_x_at";908,7;1091,9;896,9;985,2;888,4;1192,6;1272,7;1563,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-216,7;1100,025;-1,52742964097752;0,168417857112084;0,233848194600129;-4,57002830282301
"217226_s_at";113;91,9;149;70,8;140,8;80,2;211,4;93,3;NA;NA;NA;NA;NA;81855;NA;NA;NA;NA;69,5;118,8;3,35038928929614;0,0113733345162706;0,0262395485499428;-4,49204683636433
"217249_x_at";347,9;297,1;421,6;420,7;431,8;315,2;335,6;374;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;32,4749999999999;367,9875;0,935507957438004;0,379198865724332;0,4625839376228;-4,59851707574468
"217256_x_at";399,2;553,6;504,5;366,1;468,9;489,9;344,5;500,9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-48,3500000000001;453,45;-0,990915135992529;0,353180151868089;0,43736066075259;-4,59610097645026
"217266_at";104,2;172,8;135,8;105,2;170,3;195,2;75,6;137,4;NA;NA;NA;NA;NA;6138;NA;NA;NA;NA;-31,175;137,0625;-1,16642203529732;0,279844896413859;0,360449572050689;-4,587997244063
"217279_x_at";99,6;73,6;162,1;98,8;42,2;102,1;152,1;44,7;NA;NA;NA;NA;NA;4323;NA;NA;NA;NA;34,2;96,9;1,19389310712004;0,26957662765654;0,349819764019724;-4,58667803678347
"217286_s_at";115,5;69,9;96,6;90,5;106,5;30;218,2;66,9;NA;NA;NA;NA;NA;57446;NA;NA;NA;NA;69,875;99,2625;2,41625952606338;0,0446731675963851;0,0771981247138528;-4,52692111532137
"217294_s_at";1040,6;1336,8;966,3;1200,9;967,2;1827,1;994,3;1405,1;NA;NA;NA;NA;NA;2023;NA;NA;NA;NA;-450,375;1217,2875;-3,65645028648806;0,00743089110528884;0,0191424717990604;-4,48316084930553
"217301_x_at";420,3;205,7;345,8;204,8;362,1;187,7;378,7;293,9;NA;NA;NA;NA;NA;5928;NA;NA;NA;NA;153,7;299,875;5,67467831897592;0,000631673555729898;0,00349086062539687;-4,44630199469779
"217313_at";86,2;124,6;64,6;88;84,8;128;90,7;162,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-44,2;103,675;-2,67876933061373;0,0301659086101411;0,0558471521402413;-4,51588145233353
"217347_at";86,1;137,2;88,7;71,5;68,5;117,1;83,6;131,7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-32,65;98,05;-2,04959876248364;0,0776105380077277;0,122294327192245;-4,54385781647712
"217356_s_at";896,3;1038,3;627,9;741,1;746,6;1034,8;696,6;1233;NA;NA;NA;NA;NA;5230;NA;NA;NA;NA;-269,95;876,825;-2,56398168423081;0,0357975651113513;0,0640940285713879;-4,52059002670415
"217370_x_at";236,9;258,1;158,1;189,9;179,5;280,1;207,7;306,3;NA;NA;NA;NA;NA;2521;NA;NA;NA;NA;-63,0499999999999;227,075;-2,22712975163297;0,0593930466032823;0,0976521553684517;-4,53545342660513
"217373_x_at";31,8;82,1;42,5;121,3;31,5;68,7;26,4;101,4;NA;NA;NA;NA;NA;4193;NA;NA;NA;NA;-60,325;63,2125;-4,59231389439338;0,00220189677561001;0,00827027580424169;-4,46218979677963
"217379_at";587,3;681,6;657,7;878;691,6;647,4;578,6;440,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-33,1500000000004;645,375;-0,390597626134382;0,70715522257037;0,763221940566622;-4,61663509056222
"217388_s_at";1;37,4;4,4;44,2;1,6;38,7;1,4;28,6;NA;NA;NA;NA;NA;8942;NA;NA;NA;NA;-35,125;19,6625;-4,36119527120313;0,00293754889544594;0,0100277483499119;-4,4666159164883
"217393_x_at";200,7;158,8;256,7;222,1;260,9;150,6;210,7;218,7;NA;NA;NA;NA;NA;389898;NA;NA;NA;NA;44,7;209,9;1,91065809129058;0,0956193834894749;0,145458793727895;-4,5506605919938
"217398_x_at";3723,2;4063,4;4375,4;5106,8;3737,6;5078,1;4517,1;7018,2;NA;NA;NA;NA;NA;2597;NA;NA;NA;NA;-1228,3;4702,475;-2,08875601288267;0,0731669513734503;0,116105499408041;-4,54197416319787
"217407_x_at";46,4;15,7;49,3;11,1;45,9;11,7;59,7;12,3;NA;NA;NA;NA;NA;23759;NA;NA;NA;NA;37,625;31,5125;4,66145719766635;0,00202306005300694;0,00780534968623128;-4,460947853101
"217419_x_at";159,3;178,4;166,3;198;131,4;180,2;189,1;104,8;NA;NA;NA;NA;NA;375790;NA;NA;NA;NA;-3,82500000000002;163,4375;-0,167882487447172;0,87119630470509;0,897537428368034;-4,62010229275549
"217427_s_at";124,1;70,3;41;39;45,2;97,8;143,4;73,5;NA;NA;NA;NA;NA;7290;NA;NA;NA;NA;18,275;79,2875;0,669100094439088;0,523858902624253;0,601885052787567;-4,60883979456502
"217456_x_at";290,5;330,5;273,8;428,6;232,5;346,7;347,4;444,7;NA;NA;NA;NA;NA;3133;NA;NA;NA;NA;-101,575;336,8375;-2,94606617331732;0,0203382346031175;0,0408087265121801;-4,50564368472434
"217466_x_at";1902,2;1821,8;2061,8;1552,9;1908,7;1058,9;1006,1;954,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;372,725000000001;1533,3375;1,30479637128536;0,231276970978065;0,306785836353516;-4,58124840642536
"217485_x_at";179,3;174,9;206,7;216,9;211,7;188,5;212,5;175,1;NA;NA;NA;NA;NA;5379;NA;NA;NA;NA;13,7;195,7;1,00535264133408;0,34662983238923;0,430593175819679;-4,59545891561936
"217491_x_at";949;966,1;1073,4;877,1;1095,4;871,4;843,5;576;NA;NA;NA;NA;NA;1350;NA;NA;NA;NA;167,675;906,4875;1,79261974543659;0,114046787702931;0,16893487562249;-4,55656062967464
"217492_s_at";109,1;230,6;98,8;263,5;118,4;268;113,4;217,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-134,925;177,3875;-9,65190594083866;1,94330773556632e-05;0,000407287968427749;-4,42151589895402
"217526_at";78,5;7,7;146,4;64,5;89,9;47,7;99;65,7;NA;NA;NA;NA;NA;84901;NA;NA;NA;NA;57,05;74,925;2,9010799585366;0,0217226906680819;0,0430423917126389;-4,50729566928558
"217527_s_at";130,9;46,7;173;89,2;106,1;50,3;147,9;68,9;NA;NA;NA;NA;NA;84901;NA;NA;NA;NA;75,7;101,625;4,40331104806652;0,00278558573088656;0,00968264245325224;-4,46577656615985
"217550_at";72,3;45,9;60,1;24,6;69,4;23,1;51;50,1;NA;NA;NA;NA;NA;22926;NA;NA;NA;NA;27,275;49,5625;2,54159084010432;0,037016878606286;0,065979378619805;-4,52153017759215
"217591_at";61,3;22,4;64,1;9,8;71,6;17,5;71,1;24,6;NA;NA;NA;NA;NA;6498;NA;NA;NA;NA;48,45;42,8;5,79114919173573;0,000557451655329831;0,00322049619223807;-4,44497110838592
"217673_x_at";177,8;129,6;174,4;140;153,7;186,1;162,7;164,4;NA;NA;NA;NA;NA;2778;NA;NA;NA;NA;12,125;161,0875;0,833532081189761;0,430761910608986;0,514395108906108;-4,60274278260708
"217678_at";341,6;816,7;405,3;845,2;329,3;852,7;362,4;816,4;NA;NA;NA;NA;NA;23657;NA;NA;NA;NA;-473,1;596,2;-25,0781150520671;2,13060877837844e-08;1,08965308450764e-05;-4,40790845681124
"217679_x_at";44,9;24,2;77,7;81;64,4;33,8;67,8;44,1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,925;54,7375;1,20790934179219;0,264459436295956;0,343983070067386;-4,5860006111354
"217691_x_at";99,5;94,9;92;171,5;122,2;169,4;125,4;191,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-47;133,275;-2,1492770038786;0,0667895047522342;0,107521423012727;-4,53909521404873
"217703_x_at";112,2;52,2;128,3;95;173,5;80,3;109,3;123,4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43,1;109,275;2,11671773744601;0,0701486942872581;0,112020082826749;-4,54063902178319
"217707_x_at";119,9;109,7;113,9;69,6;118,1;72,4;87,9;67,3;NA;NA;NA;NA;NA;6595;NA;NA;NA;NA;30,2;94,85;2,23043051287072;0,0590982347575711;0,0973005681875207;-4,53530062308689
"217708_x_at";15,4;5,9;13;16,4;40,3;65,5;6,1;42,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-13,825;25,6125;-0,878814883308579;0,407275997309281;0,490307117303684;-4,6009040271814
"217713_x_at";61,8;56,6;88,3;89,7;92,3;76,1;55,5;99;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-5,87500000000001;77,4125;-0,4207985629848;0,685918398341223;0,744986503601135;-4,61596516723364
"217716_s_at";466,7;305,8;461,3;280,5;389;300,3;530;295,1;NA;NA;NA;NA;NA;29927;NA;NA;NA;NA;166,325;378,5875;6,04276062417642;0,000428000645592217;0,002744937165842;-4,44229412125921
"217717_s_at";698;714,6;685,8;567,2;720,1;617,1;697,4;521,4;NA;NA;NA;NA;NA;7529;NA;NA;NA;NA;95,25;652,7;2,46298592485371;0,0416453439229867;0,0726667421138134;-4,5248859777187
"217718_s_at";1404;1370,7;1432,6;1282,3;1442,4;1172,1;1511;1376,5;NA;NA;NA;NA;NA;7529;NA;NA;NA;NA;147,1;1373,95;3,03774558737588;0,0177961194528268;0,0368160263262389;-4,50236498785335
"217719_at";1493,1;1386,6;1385,2;1386;1173,9;1309,9;1351,8;1307,4;NA;NA;NA;NA;NA;51386;NA;NA;NA;NA;3,52500000000009;1349,2375;0,0554056090760606;0,957289561619671;0,965459637776585;-4,62081623452434
"217720_at";1507,4;1898,5;2168,4;2394,5;1768,9;1951,5;2158,9;2062,2;NA;NA;NA;NA;NA;51142;NA;NA;NA;NA;-175,775;1988,7875;-0,994498078804972;0,351545752540546;0,435628092282506;-4,59594210033529
"217724_at";1083,6;683,4;1037,5;546,5;1039,9;588,9;1067,9;670,5;NA;NA;NA;NA;NA;26135;NA;NA;NA;NA;434,9;839,775;13,5165814383084;1,83797378330954e-06;0,00011577099539279;-4,4139079415479
"217725_x_at";705,6;498,3;737,7;520,7;658,8;543,5;660,1;526,9;NA;NA;NA;NA;NA;26135;NA;NA;NA;NA;168,2;606,45;8,15863217853005;6,08913438484721e-05;0,000803302906732575;-4,42731662362
"217726_at";372,6;263,9;364,5;271;424;296,7;414,7;352;NA;NA;NA;NA;NA;22818;NA;NA;NA;NA;98,0500000000001;344,925;4,1364183204683;0,00391785031847385;0,0121755855858196;-4,47136059109365
"217727_x_at";466,2;385,4;410;348,9;374,4;360,3;439,4;335;NA;NA;NA;NA;NA;55737;NA;NA;NA;NA;65,1000000000001;389,95;3,01692431277708;0,0183425114974632;0,0377172561484304;-4,50309931378398
"217728_at";1816,1;1809,3;2580,8;1903,6;2265,5;1815,9;2355,4;2330,5;NA;NA;NA;NA;NA;6277;NA;NA;NA;NA;289,625;2109,6375;1,58157997594319;0,155668451431154;0,219103542637767;-4,56727066255896
"217729_s_at";117,3;64,6;118,6;99,5;142,2;76,8;152,7;100,3;NA;NA;NA;NA;NA;166;NA;NA;NA;NA;47,4;109;3,51554590809829;0,00902467018034;0,0221293678505997;-4,48710974247401
"217731_s_at";594,4;286,9;320,1;250,9;429,6;211,8;268,2;145,8;NA;NA;NA;NA;NA;9445;NA;NA;NA;NA;179,225;313,4625;2,52518000610328;0,0379375838971782;0,0673610425079693;-4,52222369666162
"217732_s_at";939,3;894,3;955,3;699,8;1006,1;884,1;969,2;773,9;NA;NA;NA;NA;NA;9445;NA;NA;NA;NA;154,45;890,25;3,46378011389279;0,00969932874565492;0,0234217703710293;-4,48862058699267
"217733_s_at";3709,3;4116,7;3610,3;3967;3919,2;4185,8;4207,4;5340,9;NA;NA;NA;NA;NA;9168;NA;NA;NA;NA;-541,049999999998;4132,075;-1,7488043160099;0,121714883560631;0,177568810952389;-4,55877190640219
"217734_s_at";118,7;20,5;167,6;48,2;140;36,3;203,3;33,8;NA;NA;NA;NA;NA;11180;NA;NA;NA;NA;122,7;96,05;6,51515499751831;0,00026596689937052;0,00202076629152376;-4,43791103602891
"217736_s_at";431,5;429,5;495;387,8;473,6;323,8;548,3;378,2;NA;NA;NA;NA;NA;27102;NA;NA;NA;NA;107,275;433,4625;3,53230743627971;0,00881714964496057;0,0217453148881488;-4,48662755879565
"217737_x_at";206,5;168,8;208,6;154,2;201,7;242,9;241;195,5;NA;NA;NA;NA;NA;51507;NA;NA;NA;NA;24,1;202,4;1,16065597088914;0,282040678033965;0,362384104264776;-4,58827264219617
"217738_at";301,7;318,4;263,5;329,2;290,3;321,4;250,2;270,2;NA;NA;NA;NA;NA;10135;NA;NA;NA;NA;-33,375;293,1125;-1,87546944583146;0,100789743845051;0,151868214138745;-4,55240944161777
"217739_s_at";398,9;591,9;364;565,8;381,9;606,6;299,1;502,1;NA;NA;NA;NA;NA;10135;NA;NA;NA;NA;-205,625;463,7875;-6,93600966982797;0,000177770305335031;0,00153269363479608;-4,4345995589873
"217740_x_at";3685,5;4127,9;4159,9;4887,9;3638;5247,1;4016;6402,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1291,45;4520,575;-2,91767161443737;0,0212009090616432;0,0422193793217521;-4,50668306509488
"217741_s_at";603,1;932,7;409,1;673,8;553,3;851,6;547,1;755,6;NA;NA;NA;NA;NA;7763;NA;NA;NA;NA;-275,275;665,7875;-4,32149676119067;0,00308911886237359;0,0103792898739401;-4,46742103715661
"217742_s_at";442,3;660,3;473,6;658,4;464,1;598,6;355,5;468,4;NA;NA;NA;NA;NA;51322;NA;NA;NA;NA;-162,55;515,15;-3,39001468881022;0,0107556679063345;0,0251842240943431;-4,49083102482408
"217744_s_at";216,8;356,1;186,2;296,7;212,8;335,5;165;280;NA;NA;NA;NA;NA;64065;NA;NA;NA;NA;-121,875;256,1375;-5,91755226201313;0,000487674553981572;0,00297479870071199;-4,44359368120755
"217745_s_at";355,7;367,5;293,4;357,6;461,5;283;243,9;229,3;NA;NA;NA;NA;NA;80218;NA;NA;NA;NA;29,2750000000001;323,9875;0,561295561897739;0,591269596353311;0,663788467651991;-4,61227092374635
"217746_s_at";582,2;756,5;537,2;733;516,3;739;533,3;743,6;NA;NA;NA;NA;NA;10015;NA;NA;NA;NA;-200,775;642,6375;-13,0280466445171;2,38663985924509e-06;0,000121609153928873;-4,41453390300496
"217747_s_at";1535,5;1752,3;1888,8;2019,5;1531,5;1981,3;2006,8;2110,8;NA;NA;NA;NA;NA;6203;NA;NA;NA;NA;-225,325;1853,3125;-1,73187474718867;0,124806575052681;0,181412121916406;-4,55962869286623
"217749_at";127,7;92,7;98,2;65,1;110,4;99,9;155;152,5;NA;NA;NA;NA;NA;22820;NA;NA;NA;NA;20,275;112,6875;0,954355499663852;0,370190983634359;0,454334657782418;-4,59770402551052
"217750_s_at";264,2;405,8;275;390,7;305,9;434,6;371,9;501,8;NA;NA;NA;NA;NA;65264;NA;NA;NA;NA;-128,975;368,7375;-4,02342056444902;0,00454105979002835;0,0134871904138061;-4,47392420285559
"217751_at";219,1;131,7;207,4;106,2;211,2;124,5;163;124,7;NA;NA;NA;NA;NA;373156;NA;NA;NA;NA;78,3999999999999;160,975;5,40826647943651;0,000846296643126102;0,00424984769974898;-4,44958741506207
"217752_s_at";257,1;318,7;222,4;294,5;231,9;270,5;239,6;205,7;NA;NA;NA;NA;NA;55748;NA;NA;NA;NA;-34,6;255,05;-1,43525385010303;0,192314613365054;0,2623907225906;-4,57470694528185
"217753_s_at";1542;1533,3;1637;1524,8;1668;1310,1;1348,5;1185,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;160,5;1468,625;1,59016929833564;0,153729451275661;0,21681395946801;-4,5668330782972
"217755_at";459,4;437,7;510,4;395,2;457,5;405;423,4;458;NA;NA;NA;NA;NA;51155;NA;NA;NA;NA;38,7;443,325;1,74811733985294;0,121838917115337;0,177656430994639;-4,55880664959918
"217756_x_at";1262,9;1454,9;1634,9;1489,5;1417,8;1471,3;1470,7;1563,3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-48,1750000000002;1470,6625;-0,660533192321508;0,529037218852685;0,606705082285322;-4,60912997404549
"217758_s_at";510;541,5;521,9;504,3;494,1;411,4;432,9;368,5;NA;NA;NA;NA;NA;56889;NA;NA;NA;NA;33,3;473,075;0,81120455383777;0,442687748767613;0,526485600996857;-4,60362574019685
"217759_at";246,7;149,6;239,9;136,3;188,7;107,4;221,5;164;NA;NA;NA;NA;NA;54765;NA;NA;NA;NA;84,875;181,7625;4,80887687763671;0,00169270917603572;0,006907646409774;-4,45841778865526
"217760_at";181,1;118,9;171,3;102,4;176,4;102,4;205;148,2;NA;NA;NA;NA;NA;54765;NA;NA;NA;NA;65,475;150,7125;4,67350331562031;0,00199356589223418;0,00772663291379528;-4,46073516982608
"217761_at";249,9;202,8;176,3;248,5;251,2;270,1;259,7;184,6;NA;NA;NA;NA;NA;55256;NA;NA;NA;NA;7,77500000000006;230,3875;0,297368902304745;0,774403724182477;0,818621675696513;-4,61840887086923
"217765_at";125,4;107,5;106,2;87;147,1;77;124;103,3;NA;NA;NA;NA;NA;29959;NA;NA;NA;NA;31,975;109,6875;2,5748918684547;0,0352184862130357;0,0632202561173885;-4,52013447944386
"217766_s_at";268,6;231,9;258,3;206,1;225,7;190;265,4;250,8;NA;NA;NA;NA;NA;23585;NA;NA;NA;NA;34,8;237,1;2,0683471315225;0,0754506928914815;0,119286407150381;-4,54295394051867
"217768_at";1017,6;1010;1123,3;1067,6;993,5;1076,2;1082,3;1018,9;NA;NA;NA;NA;NA;51637;NA;NA;NA;NA;11,0000000000002;1048,675;0,347050407990881;0,738266368378056;0,789937867415359;-4,61751974943191
"217769_s_at";1048,8;977,9;1186,2;1056,2;979;911,2;844;896,8;NA;NA;NA;NA;NA;51371;NA;NA;NA;NA;53,9749999999998;987,5125;0,742623418687424;0,480735666794321;0,562461742864053;-4,60623324032988
"217770_at";136,3;182,7;126,2;199,9;183,9;159,4;166,6;197,3;NA;NA;NA;NA;NA;51604;NA;NA;NA;NA;-31,575;169,0375;-1,91715144887258;0,0946937600144589;0,144208703899179;-4,5503389182792
"217771_at";185,2;175,7;124,8;88,3;173,8;147,9;194,5;140,6;NA;NA;NA;NA;NA;51280;NA;NA;NA;NA;31,45;153,85;1,37450311261919;0,209675934087831;0,282449706020814;-4,57776883203064
"217772_s_at";581,6;468,4;445,4;525,7;431,9;505,6;337,4;542,5;NA;NA;NA;NA;NA;23788;NA;NA;NA;NA;-61,4749999999999;479,8125;-1,27507028043344;0,241057884423259;0,317881386707123;-4,58271820578421
"217773_s_at";596,2;531,5;596,8;527;759,6;652,8;555,6;599,5;NA;NA;NA;NA;NA;4697;NA;NA;NA;NA;49,3499999999999;602,375;0,995365353701513;0,351151010639624;0,435264798861936;-4,59590359701552
"217774_s_at";537,4;516,9;542,2;484,8;461,4;474,2;510,7;429,9;NA;NA;NA;NA;NA;51504;NA;NA;NA;NA;36,475;494,6875;1,49042827707185;0,177668648054177;0,245282543199826;-4,57190978634719
"217775_s_at";124,4;119,4;104,4;79;101,7;87,8;113,8;79,6;NA;NA;NA;NA;NA;51109;NA;NA;NA;NA;19,625;101,2625;1,59454674517343;0,152749838608022;0,215596595585503;-4,56661007058406
"217776_at";286,3;138,3;157,6;140,2;286,3;112,6;206,2;114,7;NA;NA;NA;NA;NA;51109;NA;NA;NA;NA;107,65;180,275;3,54653628994551;0,00864500402626871;0,0214349787329895;-4,48622090308492
"217777_s_at";157,3;102,8;160,5;129,6;160;102,5;131;81,3;NA;NA;NA;NA;NA;51495;NA;NA;NA;NA;48,15;128,125;3,62166074879911;0,00779403384154745;0,0198478055735693;-4,48411400952263
"217779_s_at";493,6;215,9;517,6;216,9;495,2;180,1;417,8;271,3;NA;NA;NA;NA;NA;55629;NA;NA;NA;NA;260;351,05;9,61556989098771;1,994367843336e-05;0,000412833090301266;-4,42162905844327
"217780_at";382,1;460,1;461;603,6;445,4;515;424,2;510,1;NA;NA;NA;NA;NA;51398;NA;NA;NA;NA;-94,025;475,1875;-2,94388928149383;0,0204030487806389;0,0409144129906559;-4,50572296754058
"217781_s_at";247,4;99,6;233,6;88,1;181,1;95,6;191,9;91,6;NA;NA;NA;NA;NA;64397;NA;NA;NA;NA;119,775;153,6125;7,29690882044013;0,000127691795352493;0,00124421093225921;-4,4321284333367
"217783_s_at";316,7;472,9;284,7;473,1;278,2;433;341,5;400,7;NA;NA;NA;NA;NA;51646;NA;NA;NA;NA;-139,65;375,1;-6,36044114855568;0,000309931664557468;0,00221539313378659;-4,43926205764542
"217786_at";227;128,9;213,1;108,3;188,5;155,4;213,8;84,7;NA;NA;NA;NA;NA;10419;NA;NA;NA;NA;91,2749999999999;164,9625;5,33432847998076;0,00091938932173929;0,00446744382584429;-4,45056319096818
"217788_s_at";455,3;451,2;439,4;447;435,7;323,1;446,8;324,3;NA;NA;NA;NA;NA;2590;NA;NA;NA;NA;57,9000000000001;415,35;1,71477208853758;0,128005044233559;0,185044251867045;-4,56049540572734
"217789_at";274,9;289,6;188,1;276,2;245,9;305,7;196,2;312,8;NA;NA;NA;NA;NA;58533;NA;NA;NA;NA;-69,8;261,175;-3,26122901950801;0,0129058465123462;0,0289612410220487;-4,49485661474341
"217790_s_at";113,7;60,1;57,9;26,9;86,3;54,2;105,1;35,9;NA;NA;NA;NA;NA;6747;NA;NA;NA;NA;46,475;67,5125;3,06933580954694;0,0169996812459906;0,035548279232015;-4,50126233749898
"217791_s_at";303,6;191,7;281,8;190;223,1;192,4;319,7;177;NA;NA;NA;NA;NA;5832;NA;NA;NA;NA;94,275;234,9125;4,54357920987689;0,00233835025741303;0,00858941622332803;-4,46308726853277
"217792_at";199,9;179,6;230,9;154,5;188,3;183,8;149,5;188,7;NA;NA;NA;NA;NA;27131;NA;NA;NA;NA;15,5000000000001;184,4;0,848380827925476;0,422956997289939;0,506381367309403;-4,60214678576217
"217794_at";253,4;273,8;277,5;245,9;303,4;291,9;315,6;277,6;NA;NA;NA;NA;NA;54458;NA;NA;NA;NA;15,1749999999999;279,8875;0,894228272127955;0,399496526717289;0,482176653742609;-4,600264104759
"217795_s_at";318,6;475,1;302,3;433,6;326,1;450,1;298,2;386,5;NA;NA;NA;NA;NA;79188;NA;NA;NA;NA;-125,025;373,8125;-6,45012376322565;0,000283537928060489;0,00209410858038292;-4,43846950509429
"217796_s_at";229,6;163,2;217,8;152,8;213;161,9;279,9;220,4;NA;NA;NA;NA;NA;55666;NA;NA;NA;NA;60,5;204,825;2,87653249085118;0,0225194986721373;0,0442424109038029;-4,50820916748567
"217797_at";443,7;347,8;435,1;319,5;430,9;332,9;412,7;262,6;NA;NA;NA;NA;NA;51506;NA;NA;NA;NA;114,9;373,15;5,94687857166671;0,000472910132478994;0,00293794787777713;-4,44328365080445
"217798_at";187,7;301;191,8;312,7;217,1;306,1;243;307,5;NA;NA;NA;NA;NA;4848;NA;NA;NA;NA;-96,925;258,3625;-6,95393603651052;0,000174818319183241;0,00151236907280953;-4,43446930100669
"217800_s_at";339,9;282;360,2;247,8;358,8;308,2;278,2;221,9;NA;NA;NA;NA;NA;80762;NA;NA;NA;NA;69,3;299,625;2,71636818248362;0,0285274203589142;0,053365204672755;-4,51437985762809
